Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,26/03/2022,10,"15,00","150,00",DRINKS NAO ALCOOLICOS,"3,34"
FRAPPE BAUNILHA,CAFE CLASSICOS,20/02/2023,2,"18,00","36,00",FRAPPE,"3,67"
COCA COLA LATA DIET 350ML,BEBIDAS,17/11/2022,1,"7,00","7,00",REFRIGERANTES,"3,19"
SUCO DE LIMAO,BEBIDAS,11/10/2021,2,"9,00","18,00",BEBIDAS,"0,15"
CHA MATE COM PESSEGO GELADO,BEBIDAS,02/07/2022,10,"8,00","80,00",CHA,"1,88"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,17/09/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"0,53"
FRAPPE MOCHA,CAFE CLASSICOS,08/04/2022,1,"15,00","15,00",FRAPPE,"4,41"
JAIPUR,CAFE AUTORAIS,22/07/2022,1,"12,00","12,00",CHA,"0,77"
GRANDE LATTE BANOFFEE,CAFE AUTORAIS,24/09/2022,2,"21,00","42,00",BEBIDAS QUENTES,"5,06"
HONG KONG,CAFE AUTORAIS,12/11/2022,2,"12,00","24,00",CAFE FRIO,"2,07"
CHA MATE NATURAL GELADO,BEBIDAS,04/09/2021,4,"7,00","28,00",CHA,"0,07"
FRAPPE MATCHA,CAFE CLASSICOS,24/05/2022,1,"17,00","17,00",FRAPPE,"2,78"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,22/03/2023,2,"8,00","16,00",REFRIGERANTES,"3,21"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,04/03/2023,5,"3,00","15,00",EXTRA,"0,63"
SUCO DE LARANJA,BEBIDAS,15/03/2023,1,"12,00","12,00",BEBIDAS,"2,61"
ICED TWIX,CAFE CLASSICOS,05/02/2022,4,"15,00","60,00",CAFE FRIO,"3,92"
LATTE MEDIO,CAFE CLASSICOS,07/05/2023,1,"9,00","9,00",BEBIDAS QUENTES,"1,92"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,28/02/2021,4,"8,00","32,00",CHA,"1,92"
MILK TEA TRADICIONAL,CAFE CLASSICOS,01/04/2023,4,"15,00","60,00",CHA,"2,76"
FADA INSENSATA,DRINKS ALCOOLICOS,27/03/2022,2,"28,00","56,00",DRINKS ALCOOLICOS,"7,07"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,25/06/2022,2,"12,00","24,00",BEBIDAS QUENTES,"3,53"
SUCO DE ABACAXI COM HORTELA,BEBIDAS,11/11/2021,1,"9,00","9,00",BEBIDAS,"2,51"
GRANDE MOCHA,CAFE CLASSICOS,24/10/2021,1,"15,00","15,00",BEBIDAS QUENTES,"3,91"
ICED MATCHA LATTE,CAFE AUTORAIS,14/08/2022,2,"12,00","24,00",CAFE FRIO,"1,59"
GIN TONICA,DRINKS ALCOOLICOS,11/06/2022,3,"28,00","84,00",DRINKS ALCOOLICOS,"7,59"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,02/11/2021,1,"12,00","12,00",BEBIDAS QUENTES,"3,53"
CHA MATE NATURAL GELADO,BEBIDAS,12/12/2022,1,"7,00","7,00",CHA,"0,07"
BUTTERBEER,DRINKS NAO ALCOOLICOS,09/07/2021,12,"15,00","180,00",DRINKS NAO ALCOOLICOS,"1,62"
CHOPP,BEBIDAS CERVEJAS,22/10/2022,9,"16,00","144,00",CERVEJAS,"4,93"
CARAMELO MACCHIATO,CAFE AUTORAIS,23/09/2021,2,"9,00","18,00",BEBIDAS QUENTES,"2,06"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,23/12/2022,3,"3,00","9,00",EXTRA,"0,63"
CHA MATE COM LIMAO GELADO,BEBIDAS,01/10/2022,3,"8,00","24,00",CHA,"0,18"
ICED TWIX,CAFE CLASSICOS,15/11/2022,7,"18,00","126,00",CAFE FRIO,"3,92"
FRAPPE CARAMELO,CAFE CLASSICOS,26/06/2022,1,"17,00","17,00",FRAPPE,"2,96"
LATTE MEDIO,CAFE CLASSICOS,26/06/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,92"
CARAMELO MACCHIATO,CAFE AUTORAIS,30/09/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,18/11/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
CHA MATE NATURAL GELADO,BEBIDAS,28/11/2021,1,"7,00","7,00",CHA,"0,07"
BIRU BLONDINE,BEBIDAS CERVEJAS,22/05/2021,4,"18,00","72,00",CERVEJAS,"8,51"
BUTTERBEER,DRINKS NAO ALCOOLICOS,11/02/2023,12,"15,00","180,00",DRINKS NAO ALCOOLICOS,"1,62"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,01/03/2023,5,"9,00","45,00",DRINKS NAO ALCOOLICOS,"0,79"
ZOMBIE,DRINKS ALCOOLICOS,31/10/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,85"
GRANDE AMERICANO,CAFE CLASSICOS,07/12/2021,1,"9,00","9,00",CAFE,"1,63"
GRANDE CAPPUCCINO,CAFE CLASSICOS,15/09/2022,1,"13,00","13,00",CAFE,"1,47"
AGUA MINERAL,BEBIDAS,06/10/2021,2,"5,00","10,00",BEBIDAS,"0,85"
CHOPP,BEBIDAS CERVEJAS,03/09/2022,21,"15,00","315,00",CERVEJAS,"4,93"
AGUA COM GAS,BEBIDAS,29/04/2022,1,"6,00","6,00",BEBIDAS,"0,97"
GRANDE MOCHA,CAFE CLASSICOS,30/10/2021,1,"15,00","15,00",BEBIDAS QUENTES,"3,91"
BODO BLUE,DRINKS NAO ALCOOLICOS,23/12/2021,6,"9,00","54,00",DRINKS NAO ALCOOLICOS,"1,62"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,24/01/2023,3,"8,00","24,00",REFRIGERANTES,"2,99"
CHA MATE NATURAL GELADO,BEBIDAS,24/03/2022,2,"7,00","14,00",CHA,"0,07"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,07/06/2022,2,"12,00","24,00",BEBIDAS QUENTES,"3,53"
COLD BREW,CAFE CLASSICOS,05/02/2022,1,"9,00","9,00",CAFE FRIO,"1,84"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,08/10/2022,8,"12,00","96,00",CERVEJAS,"5,36"
SUCO DE LARANJA,BEBIDAS,24/03/2023,6,"12,00","72,00",BEBIDAS,"2,61"
CHA MATE COM PESSEGO GELADO,BEBIDAS,26/07/2022,4,"8,00","32,00",CHA,"1,88"
IRISH COFFEE,DRINKS ALCOOLICOS,20/04/2023,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
TWIX,CAFE AUTORAIS,04/11/2022,1,"18,00","18,00",BEBIDAS QUENTES,"3,92"
CHOCOLATE GELADO,CAFE CLASSICOS,28/02/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,11/11/2022,1,"9,00","9,00",CAFE FRIO,"2,08"
SUCO DE ABACAXI COM HORTELA,BEBIDAS,25/09/2021,4,"9,00","36,00",BEBIDAS,"2,51"
AGUA MINERAL,BEBIDAS,10/05/2022,2,"5,00","10,00",BEBIDAS,"0,85"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,14/07/2022,9,"9,00","81,00",DRINKS NAO ALCOOLICOS,"1,62"
CHAI LATTE,CAFE CLASSICOS,06/05/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,27/01/2023,26,"12,00","312,00",DRINKS NAO ALCOOLICOS,"1,62"
CAIPIRINHA,DRINKS ALCOOLICOS,23/01/2022,2,"18,00","36,00",DRINKS ALCOOLICOS,"3,22"
TWIX,CAFE AUTORAIS,20/04/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,92"
AGUA TONICA,BEBIDAS,26/03/2022,8,"7,00","56,00",BEBIDAS,"2,16"
AGUA MINERAL,BEBIDAS,16/10/2022,9,"5,00","45,00",BEBIDAS,"0,85"
ORANGE COFFEE,CAFE AUTORAIS,25/01/2022,1,"12,00","12,00",CAFE FRIO,"3,32"
CHA MATE COM LIMAO GELADO,BEBIDAS,25/09/2022,3,"8,00","24,00",CHA,"0,18"
CHANTILY EXTRA,CAFE CLASSICOS,26/03/2022,3,"0,0","0,0",EXTRA,"1,38"
CHA QUENTE SENCHA,BEBIDAS,23/04/2021,1,"5,00","5,00",CHA,"0,13"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,27/01/2023,1,"35,00","35,00",DRINKS ALCOOLICOS,"3,09"
SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,27/01/2023,2,"8,00","16,00",REFRIGERANTES,"3,2"
ENERGETICO,BEBIDAS REFRIGERANTES,05/02/2022,3,"14,00","42,00",REFRIGERANTES,"9,19"
CHA QUENTE BANCHA,BEBIDAS,10/07/2021,1,"5,00","5,00",CHA,"0,28"
H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,07/02/2021,4,"8,00","32,00",REFRIGERANTES,"2,57"
HONG KONG,CAFE AUTORAIS,18/01/2023,2,"12,00","24,00",CAFE FRIO,"2,07"
LEITE DE HIPOPOTAMO,CAFE AUTORAIS,06/08/2022,3,"10,00","30,00",FRAPPE,"1,64"
CHOCOLATE GELADO,CAFE CLASSICOS,19/01/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
AGUA COM GAS,BEBIDAS,02/04/2023,6,"6,00","36,00",BEBIDAS,"0,97"
AGUA TONICA,BEBIDAS,01/05/2022,2,"7,00","14,00",BEBIDAS,"2,16"
GRANDE MOCHA,CAFE CLASSICOS,26/03/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,91"
ZOMBIE,DRINKS ALCOOLICOS,12/06/2021,5,"22,00","110,00",DRINKS ALCOOLICOS,"3,85"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,09/04/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
COLD BREW,CAFE CLASSICOS,12/01/2021,1,"10,00","10,00",CAFE FRIO,"1,84"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,13/03/2022,3,"18,00","54,00",DRINKS ALCOOLICOS,"5,61"
BIRU BLONDINE,BEBIDAS CERVEJAS,01/08/2021,3,"18,00","54,00",CERVEJAS,"8,51"
JAIPUR,CAFE AUTORAIS,22/01/2021,3,"12,00","36,00",CHA,"0,77"
CAIPIRINHA,DRINKS ALCOOLICOS,15/02/2023,1,"24,00","24,00",DRINKS ALCOOLICOS,"3,22"
CHA QUENTE SENCHA,BEBIDAS,10/03/2023,1,"6,00","6,00",CHA,"0,13"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,03/09/2022,26,"7,00","182,00",REFRIGERANTES,"3,19"
SUCO DE LARANJA,BEBIDAS,27/08/2021,2,"9,00","18,00",BEBIDAS,"2,61"
FAROFA DE OREO,BEBIDAS,02/05/2023,1,"3,00","3,00",EXTRA,"1,98"
AGUA COM GAS,BEBIDAS,13/01/2022,3,"6,00","18,00",BEBIDAS,"0,97"
CHA MATE COM LIMAO GELADO,BEBIDAS,28/02/2021,7,"7,00","49,00",CHA,"0,18"
AGUA COM GAS,BEBIDAS,11/10/2021,3,"6,00","18,00",BEBIDAS,"0,97"
FRAPPE OREO PANDA,CAFE AUTORAIS,22/07/2021,3,"17,00","51,00",FRAPPE,"5,44"
FRAPPE CAFE,CAFE CLASSICOS,06/05/2023,2,"18,00","36,00",FRAPPE,"3,27"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,15/06/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
CHA QUENTE SENCHA,BEBIDAS,06/10/2022,1,"5,00","5,00",CHA,"0,13"
FRAPPE CARAMELO,CAFE CLASSICOS,04/07/2021,2,"15,00","30,00",FRAPPE,"2,96"
CHA PRETO NATURAL SABORIZADO,BEBIDAS,17/03/2023,4,"12,00","48,00",CHA,"4,12"
COLD BREW,CAFE CLASSICOS,13/02/2021,2,"9,00","18,00",CAFE FRIO,"1,84"
SUCO DE LARANJA,BEBIDAS,15/02/2023,2,"12,00","24,00",BEBIDAS,"2,61"
BODOJITO,DRINKS ALCOOLICOS,10/03/2023,4,"24,00","96,00",DRINKS ALCOOLICOS,"2,63"
COCA COLA LATA DIET 350ML,BEBIDAS,14/02/2023,4,"8,00","32,00",REFRIGERANTES,"3,19"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,28/09/2022,5,"12,00","60,00",DRINKS NAO ALCOOLICOS,"1,62"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,10/07/2022,6,"9,00","54,00",CAFE FRIO,"2,08"
CERVEJA EISENBAHN PALE ALE,BEBIDAS CERVEJAS,14/05/2023,5,"15,00","75,00",CERVEJAS,"5,69"
BUTTERBEER,DRINKS NAO ALCOOLICOS,23/06/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,05/03/2022,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
GREENY SMITH,CAFE AUTORAIS,02/02/2023,3,"12,00","36,00",DRINKS NAO ALCOOLICOS,"2,25"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,10/09/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,09/09/2022,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,02"
ZOMBIE,DRINKS ALCOOLICOS,01/05/2021,1,"22,00","22,00",DRINKS ALCOOLICOS,"3,85"
OPEN BAR 1,DRINKS ALCOOLICOS,01/10/2021,10,"65,00","650,00",OPEN BAR,"0,0"
BUTTERBEER,DRINKS NAO ALCOOLICOS,28/10/2022,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"1,62"
CHOPP,BEBIDAS CERVEJAS,30/04/2023,31,"16,00","496,00",CERVEJAS,"4,93"
MILK TEA TRADICIONAL,CAFE CLASSICOS,21/01/2023,5,"14,00","70,00",CHA,"2,76"
AGUA COM GAS,BEBIDAS,12/12/2022,6,"6,00","36,00",BEBIDAS,"0,97"
MATCHA LATTE,CAFE AUTORAIS,05/09/2022,1,"10,00","10,00",BEBIDAS QUENTES,"1,59"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,12/03/2023,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,01/03/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
SOJU ESTELAR,DRINKS ALCOOLICOS,09/12/2022,1,"42,00","42,00",DRINKS ALCOOLICOS,"8,85"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,08/11/2022,1,"29,00","29,00",DRINKS ALCOOLICOS,"5,61"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,09/02/2023,1,"9,00","9,00",CERVEJAS,"3,19"
ZEN MASTER,DRINKS ALCOOLICOS,08/12/2021,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,28"
CERVEJA EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,07/03/2023,9,"15,00","135,00",CERVEJAS,"5,69"
SAQUE FRESH,DRINKS ALCOOLICOS,08/02/2023,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,44"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,16/04/2022,5,"12,00","60,00",CERVEJAS,"5,36"
BORDA DOCE DE LEITE,BEBIDAS,12/06/2022,1,"2,00","2,00",EXTRA,"1,71"
CHA MATE COM PESSEGO GELADO,BEBIDAS,23/06/2022,1,"8,00","8,00",CHA,"1,88"
ESSENCIA DE CANELA,BEBIDAS,21/01/2023,1,"1,00","1,00",EXTRA,"0,41"
CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,15/11/2021,4,"18,00","72,00",CERVEJAS,"8,68"
MELON FRESH,DRINKS NAO ALCOOLICOS,28/08/2021,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"1,62"
CERVEJA EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,12/03/2022,1,"12,00","12,00",CERVEJAS,"5,69"
NEGRONI,DRINKS ALCOOLICOS,05/03/2023,2,"32,00","64,00",DRINKS ALCOOLICOS,"8,57"
ICED TWIX,CAFE CLASSICOS,02/04/2022,6,"15,00","90,00",CAFE FRIO,"3,92"
ORANGE COFFEE,CAFE AUTORAIS,05/11/2021,3,"12,00","36,00",CAFE FRIO,"3,32"
LAVA LAMP,DRINKS NAO ALCOOLICOS,06/02/2022,6,"9,00","54,00",DRINKS NAO ALCOOLICOS,"1,51"
ICED MATCHA LATTE,CAFE AUTORAIS,10/04/2022,1,"12,00","12,00",CAFE FRIO,"1,59"
MELON FRESH,DRINKS NAO ALCOOLICOS,20/07/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
BORDA DE NUTELLA,BEBIDAS,12/05/2023,2,"5,00","10,00",EXTRA,"3,51"
CHA MATE COM PESSEGO GELADO,BEBIDAS,07/04/2023,1,"9,00","9,00",CHA,"1,88"
CHAI LATTE,CAFE CLASSICOS,03/06/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
BUTTERBEER,DRINKS NAO ALCOOLICOS,08/05/2021,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
FADA INSENSATA,DRINKS ALCOOLICOS,11/05/2022,1,"32,00","32,00",DRINKS ALCOOLICOS,"7,07"
SAQUE FRESH,DRINKS ALCOOLICOS,28/04/2023,4,"20,00","80,00",DRINKS ALCOOLICOS,"3,44"
SAQUE FRESH,DRINKS ALCOOLICOS,14/11/2021,3,"20,00","60,00",DRINKS ALCOOLICOS,"3,44"
CHA MATE COM LIMAO GELADO,BEBIDAS,01/03/2022,5,"8,00","40,00",CHA,"0,18"
CALDA DE CHOCOLATE,BEBIDAS,02/11/2022,1,"2,00","2,00",EXTRA,"0,86"
FRAPPE PACOQUINHA,CAFE AUTORAIS,04/11/2021,2,"18,00","36,00",FRAPPE,"4,71"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,18/11/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,29/07/2022,2,"7,00","14,00",REFRIGERANTES,"2,39"
CHOCOLATE GELADO,CAFE CLASSICOS,09/12/2022,42,"10,00","420,00",CAFE FRIO,"3,53"
ESPRESSO EXTRA,CAFE CLASSICOS,27/02/2022,1,"0,0","0,0",EXTRA,"0,81"
CHA QUENTE BANCHA,BEBIDAS,12/06/2022,1,"5,00","5,00",CHA,"0,28"
CHANTILY EXTRA,CAFE CLASSICOS,30/04/2021,1,"0,0","0,0",EXTRA,"1,38"
CHOPP,BEBIDAS CERVEJAS,08/07/2022,11,"15,00","165,00",CERVEJAS,"4,93"
SPACE CHAI,DRINKS NAO ALCOOLICOS,29/07/2021,1,"15,00","15,00",CHA,"2,78"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,18/02/2023,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"0,53"
AGUA COM GAS,BEBIDAS,28/04/2022,3,"6,00","18,00",BEBIDAS,"0,97"
CAPPUCCINO GELADO,CAFE CLASSICOS,20/02/2021,2,"13,00","26,00",CAFE FRIO,"2,49"
CHOPP,BEBIDAS CERVEJAS,13/02/2022,1,"18,00","18,00",CERVEJAS,"4,93"
GINGER COLD BREW,CAFE AUTORAIS,16/05/2021,2,"12,00","24,00",CAFE FRIO,"2,77"
CHA MATE NATURAL GELADO,BEBIDAS,13/03/2022,1,"7,00","7,00",CHA,"0,07"
GRANDE LATTE BANOFFEE,CAFE AUTORAIS,22/09/2022,1,"21,00","21,00",BEBIDAS QUENTES,"5,06"
COCADA FRESH,DRINKS NAO ALCOOLICOS,24/07/2021,5,"8,00","40,00",DRINKS NAO ALCOOLICOS,"2,84"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,07/10/2021,6,"7,00","42,00",REFRIGERANTES,"3,19"
FRAPPE UNICORNIO,CAFE CLASSICOS,19/01/2021,2,"17,00","34,00",FRAPPE,"3,11"
BATIDO DOCE VINGANCA,DRINKS ALCOOLICOS,15/08/2021,1,"28,00","28,00",DRINKS ALCOOLICOS,"6,61"
FRAPPE SET BELO,CAFE AUTORAIS,08/05/2022,1,"18,00","18,00",FRAPPE,"5,49"
AGUA COM GAS,BEBIDAS,04/03/2022,1,"6,00","6,00",BEBIDAS,"0,97"
SUCO DE LARANJA,BEBIDAS,27/04/2021,1,"9,00","9,00",BEBIDAS,"2,61"
ICED MOCHA,CAFE CLASSICOS,05/03/2023,1,"13,00","13,00",CAFE FRIO,"2,32"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,12/06/2021,8,"8,00","64,00",CHA,"1,92"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,18/09/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,22/10/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,29/05/2022,1,"12,00","12,00",CERVEJAS,"5,36"
MOCHA,CAFE CLASSICOS,15/03/2023,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
ICED LATTE,CAFE CLASSICOS,11/12/2021,1,"13,00","13,00",CAFE FRIO,"1,92"
CHOPP,BEBIDAS CERVEJAS,24/08/2022,2,"15,00","30,00",CERVEJAS,"4,93"
AGUA COM GAS,BEBIDAS,17/12/2022,5,"6,00","30,00",BEBIDAS,"0,97"
MILK TEA TRADICIONAL,CAFE CLASSICOS,29/11/2022,3,"14,00","42,00",CHA,"2,76"
GINGER COLD BREW,CAFE AUTORAIS,04/06/2021,3,"12,00","36,00",CAFE FRIO,"2,77"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,16/03/2023,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"1,62"
ICED TWIX,CAFE CLASSICOS,13/05/2023,5,"18,00","90,00",CAFE FRIO,"3,92"
SUCO DE LIMAO,DRINKS NAO ALCOOLICOS,16/02/2021,1,"8,00","8,00",DRINKS NAO ALCOOLICOS,"0,15"
CHA PRETO NATURAL SABORIZADO,BEBIDAS,24/01/2023,4,"12,00","48,00",CHA,"4,12"
CHA QUENTE BANCHA,BEBIDAS,09/04/2023,1,"6,00","6,00",CHA,"0,28"
ICED MATCHA LATTE,CAFE AUTORAIS,29/04/2023,3,"12,00","36,00",CAFE FRIO,"1,59"
FRAPPE SET BELO,CAFE AUTORAIS,28/03/2023,1,"18,00","18,00",FRAPPE,"5,49"
ICED TWIX,CAFE CLASSICOS,28/01/2022,2,"15,00","30,00",CAFE FRIO,"3,92"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,22/07/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"1,62"
CHOCOLATE GELADO,CAFE CLASSICOS,01/03/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,16/02/2022,1,"9,00","9,00",CAFE FRIO,"2,08"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/10/2022,1,"15,00","15,00",BEBIDAS QUENTES,"3,53"
BUTTERBEER,DRINKS NAO ALCOOLICOS,11/03/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
CHA MATE COM PESSEGO GELADO,BEBIDAS,26/04/2022,1,"8,00","8,00",CHA,"1,88"
GREENY SMITH,CAFE AUTORAIS,21/04/2022,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
GINGER COLD BREW,CAFE AUTORAIS,21/01/2021,2,"12,00","24,00",CAFE FRIO,"2,77"
BODOJITO,DRINKS ALCOOLICOS,01/04/2023,1,"24,00","24,00",DRINKS ALCOOLICOS,"2,63"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,04/06/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
MILK TEA TRADICIONAL,CAFE CLASSICOS,07/05/2023,7,"15,00","105,00",CHA,"2,76"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,28/06/2022,4,"7,00","28,00",REFRIGERANTES,"3,19"
PITAYA MARGARITA,DRINKS ALCOOLICOS,19/11/2021,1,"38,00","38,00",DRINKS ALCOOLICOS,"11,01"
ICED LATTE,CAFE CLASSICOS,16/10/2022,1,"13,00","13,00",CAFE FRIO,"1,92"
CHOCOLATE GELADO,CAFE CLASSICOS,02/04/2023,1,"10,00","10,00",CAFE FRIO,"3,53"
GRANDE AMERICANO,CAFE CLASSICOS,06/11/2022,1,"9,00","9,00",CAFE,"1,63"
ESPRESSO MOCKTINI,CAFE AUTORAIS,03/12/2021,2,"14,00","28,00",CAFE,"4,35"
CAIPIRINHA,DRINKS ALCOOLICOS,07/07/2022,12,"18,00","216,00",DRINKS ALCOOLICOS,"3,22"
FANTA LARANJA LATA 350ML,BEBIDAS REFRIGERANTES,05/03/2023,2,"8,00","16,00",REFRIGERANTES,"2,89"
GRANDE ICED AMERICANO,CAFE CLASSICOS,22/07/2022,1,"9,00","9,00",CAFE FRIO,"1,63"
SUCO DE LIMAO,BEBIDAS,05/11/2022,5,"9,00","45,00",BEBIDAS,"0,15"
BORDA DE NUTELLA,BEBIDAS,28/06/2022,1,"3,00","3,00",EXTRA,"3,51"
FADA INSENSATA,DRINKS ALCOOLICOS,29/10/2022,4,"32,00","128,00",DRINKS ALCOOLICOS,"7,07"
APPLE MARTINI,DRINKS ALCOOLICOS,23/09/2022,1,"25,00","25,00",DRINKS ALCOOLICOS,"2,91"
AGUA MINERAL,BEBIDAS,11/12/2022,12,"6,00","72,00",BEBIDAS,"0,85"
FRAPPE BANOFFEE,CAFE AUTORAIS,07/09/2022,1,"25,00","25,00",FRAPPE,"5,29"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,09/04/2022,2,"9,00","18,00",CAFE FRIO,"2,08"
CHA MATE COM LIMAO GELADO,BEBIDAS,24/08/2021,4,"7,00","28,00",CHA,"0,18"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,24/04/2021,2,"7,00","14,00",REFRIGERANTES,"3,19"
BODO BLUE,DRINKS NAO ALCOOLICOS,31/07/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"1,62"
JAIPUR,CAFE AUTORAIS,21/08/2022,1,"12,00","12,00",CHA,"0,77"
IRISH COFFEE,DRINKS ALCOOLICOS,04/03/2023,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,18/03/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
CERVEJA PRATINHA BIRUDO 355ML,BEBIDAS CERVEJAS,14/10/2021,1,"18,00","18,00",CERVEJAS,"8,51"
MUGUICHA,BEBIDAS,13/01/2021,1,"5,00","5,00",CHA,"0,28"
ICED TEA,BEBIDAS,21/07/2022,7,"8,00","56,00",CHA,"0,92"
AGUA MINERAL,BEBIDAS,10/03/2023,8,"6,00","48,00",BEBIDAS,"0,85"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,25/08/2021,1,"7,00","7,00",REFRIGERANTES,"2,99"
TWIX,CAFE AUTORAIS,19/12/2021,1,"15,00","15,00",BEBIDAS QUENTES,"3,92"
