Loja,Produto,Categoria,Data,Quantidade,Valor Unitário Médio,Total
Restaurante Bodogami,CHOCO BAILEYS,DRINKS ALCOOLICOS,12/02/2023,1,"R$36,00","R$36,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,28/07/2022,22,"R$7,00","R$154,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,26/03/2023,9,"R$9,00","R$81,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,06/09/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,22/09/2021,2,"R$8,00","R$16,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,03/02/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,04/05/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,27/01/2023,5,"R$8,00","R$40,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,13/11/2021,24,"R$5,00","R$120,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,04/09/2022,3,"R$5,00","R$15,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,10/12/2021,13,"R$18,00","R$234,00"
Restaurante Bodogami,ICED CARAMELO MACCHIATO,CAFE AUTORAIS,05/03/2023,5,"R$9,00","R$45,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,01/11/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,01/10/2022,21,"R$12,00","R$252,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,12/05/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,30/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,10/08/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CERVEJA ORIGINAL,BEBIDAS CERVEJAS,20/04/2022,15,"R$9,00","R$135,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,29/01/2023,1,"R$15,00","R$15,00"
Restaurante Bodogami,DOSE DE CACHACA,DRINKS ALCOOLICOS,03/04/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,25/01/2022,5,"R$9,00","R$45,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,06/09/2022,4,"R$15,00","R$60,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,07/05/2023,4,"R$18,00","R$72,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,29/01/2023,6,"R$8,00","R$48,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,17/11/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,16/05/2021,3,"R$7,00","R$21,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,24/04/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,23/10/2022,3,"R$7,00","R$21,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,22/11/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,15/09/2021,2,"R$8,00","R$16,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,23/08/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,06/10/2022,7,"R$5,00","R$35,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,14/12/2021,1,"R$26,00","R$26,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,09/11/2021,4,"R$18,00","R$72,00"
Restaurante Bodogami,CERVEJA ORIGINAL,BEBIDAS CERVEJAS,01/06/2022,4,"R$9,00","R$36,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,01/10/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,19/04/2023,1,"R$32,00","R$32,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,09/01/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,25/06/2021,3,"R$9,00","R$27,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,29/04/2023,2,"R$31,00","R$62,00"
Restaurante Bodogami,SHOT DE VODKA,DRINKS ALCOOLICOS,03/12/2022,1,"R$6,00","R$6,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,02/08/2022,52,"R$20,00","R$1.040,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,02/12/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,ZOMBIE,DRINKS ALCOOLICOS,26/02/2022,2,"R$26,00","R$52,00"
Restaurante Bodogami,BIRU BLONDINE,BEBIDAS CERVEJAS,11/07/2021,2,"R$18,00","R$36,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,15/11/2022,6,"R$7,00","R$42,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,25/05/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,08/10/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,08/08/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,16/01/2022,4,"R$18,00","R$72,00"
Restaurante Bodogami,SAQUE FRESH,DRINKS ALCOOLICOS,03/12/2021,3,"R$20,00","R$60,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,12/04/2022,4,"R$8,00","R$32,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,20/01/2021,6,"R$7,00","R$42,00"
Restaurante Bodogami,BATIDO VAI FICAR TUDO BEM,DRINKS ALCOOLICOS,13/11/2021,3,"R$25,00","R$75,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,10/06/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,EISENBAHN PALE ALE,BEBIDAS CERVEJAS,13/04/2023,1,"R$15,00","R$15,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,16/03/2022,6,"R$7,00","R$42,00"
Restaurante Bodogami,ESSENCIA DE AVELA,BEBIDAS,10/02/2023,1,"R$1,00","R$1,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,29/05/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,10/08/2021,3,"R$8,00","R$24,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,16/01/2021,16,"R$7,00","R$112,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,20/02/2021,1,"R$23,00","R$23,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,04/12/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,14/03/2023,1,"R$31,00","R$31,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,12/12/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,10/07/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,02/11/2022,1,"R$30,00","R$30,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,13/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,26/08/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,GRANDE LATTE,CAFE CLASSICOS,22/03/2023,1,"R$13,00","R$13,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,15/12/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,10/05/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,GIN TONICA,DRINKS ALCOOLICOS,19/10/2022,1,"R$32,00","R$32,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,03/04/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,25/01/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,24/08/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,17/06/2022,8,"R$15,00","R$120,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,05/06/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,19/02/2021,1,"R$22,00","R$22,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,07/01/2023,6,"R$9,00","R$54,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,26/06/2022,32,"R$5,00","R$160,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,11/12/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,21/02/2023,17,"R$12,00","R$204,00"
Restaurante Bodogami,SANGUE DE ZUMBI,CAFE AUTORAIS,10/11/2021,1,"R$20,00","R$20,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,10/11/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,30/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,28/11/2022,1,"R$13,00","R$13,00"
Restaurante Bodogami,ESSENCIA DE AVELA,BEBIDAS,26/10/2022,1,"R$1,00","R$1,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/02/2021,7,"R$8,00","R$56,00"
Restaurante Bodogami,MUGUICHA,BEBIDAS,16/01/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,29/05/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,21/08/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,08/01/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,15/03/2023,2,"R$8,00","R$16,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,09/01/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,FRAPPE BAUNILHA,CAFE CLASSICOS,07/04/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,12/05/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,23/05/2021,6,"R$7,00","R$42,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,07/08/2022,1,"R$14,00","R$14,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,17/11/2022,2,"R$14,00","R$28,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,08/07/2022,61,"R$20,00","R$1.220,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,21/08/2021,94,"R$20,00","R$1.880,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,14/02/2021,5,"R$7,00","R$35,00"
Restaurante Bodogami,SANGUE DE ZUMBI,CAFE AUTORAIS,28/10/2021,1,"R$20,00","R$20,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,21/09/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,ZEN MASTER,DRINKS ALCOOLICOS,28/11/2021,1,"R$20,00","R$20,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,02/06/2021,5,"R$5,00","R$25,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,18/01/2022,5,"R$9,00","R$45,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,25/09/2022,5,"R$25,00","R$125,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,04/10/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,31/10/2021,6,"R$8,00","R$48,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,07/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,14/04/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,12/12/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,04/11/2022,2,"R$8,00","R$16,00"
Restaurante Bodogami,GRANDE MATCHA LATTE,CAFE CLASSICOS,06/04/2023,1,"R$14,00","R$14,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,07/08/2022,2,"R$17,00","R$34,00"
Restaurante Bodogami,CERVEJA ORIGINAL,BEBIDAS CERVEJAS,20/01/2023,14,"R$9,00","R$126,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,28/04/2023,2,"R$24,00","R$48,00"
Restaurante Bodogami,CERVEJA PRATINHA BIRUDO 355ML,BEBIDAS CERVEJAS,04/06/2021,3,"R$18,00","R$54,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,28/11/2021,2,"R$6,00","R$12,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,10/04/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,19/04/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,16/01/2021,6,"R$7,00","R$42,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,17/10/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,15/07/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,BODOGAMI BOWL,DRINKS ALCOOLICOS,27/10/2021,1,"R$25,00","R$25,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,20/08/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,05/12/2022,2,"R$8,00","R$16,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,05/07/2022,3,"R$5,00","R$15,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,30/05/2021,7,"R$5,00","R$35,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,06/11/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE SET BELO,CAFE AUTORAIS,23/04/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,17/02/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,13/05/2023,9,"R$9,00","R$81,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,29/03/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,06/11/2022,22,"R$12,00","R$264,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,16/04/2022,14,"R$7,00","R$98,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,09/02/2021,1,"R$6,00","R$6,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,05/06/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,27/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,26/01/2021,1,"R$26,00","R$26,00"
Restaurante Bodogami,ESPRESSO EXTRA,CAFE CLASSICOS,07/10/2021,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,27/05/2022,5,"R$15,00","R$75,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,05/02/2022,4,"R$15,00","R$60,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,01/12/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,30/11/2021,2,"R$8,00","R$16,00"
Restaurante Bodogami,FRAPPE PACOQUINHA,CAFE AUTORAIS,29/08/2021,1,"R$18,00","R$18,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,20/07/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,D10,DRINKS ALCOOLICOS,24/07/2022,1,"R$29,00","R$29,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,14/04/2023,10,"R$24,00","R$240,00"
Restaurante Bodogami,GRANDE ICED MOCHA,CAFE CLASSICOS,12/12/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,30/11/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,22/06/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,CHA QUENTE GENMAICHA,BEBIDAS,21/07/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,AMERICANO,CAFE CLASSICOS,19/12/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,04/09/2022,6,"R$7,00","R$42,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,03/08/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,14/07/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,27/11/2021,2,"R$18,00","R$36,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,17/01/2021,3,"R$6,00","R$18,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,17/09/2022,6,"R$12,00","R$72,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,23/02/2022,3,"R$9,00","R$27,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,09/10/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,26/03/2022,10,"R$7,00","R$70,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,07/04/2022,4,"R$18,00","R$72,00"
Restaurante Bodogami,BODO BLUE,DRINKS NAO ALCOOLICOS,03/12/2021,4,"R$9,00","R$36,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,21/04/2022,13,"R$9,00","R$117,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,06/11/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,09/09/2021,3,"R$7,00","R$21,00"
Restaurante Bodogami,CHA PRETO NATURAL,BEBIDAS,19/02/2023,1,"R$8,00","R$8,00"
Restaurante Bodogami,CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,03/09/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,14/12/2021,3,"R$5,00","R$15,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,10/02/2022,1,"R$28,00","R$28,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,03/07/2021,5,"R$9,00","R$45,00"
Restaurante Bodogami,DOSE DE CACHACA,DRINKS ALCOOLICOS,07/05/2023,3,"R$5,00","R$15,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,01/04/2023,3,"R$15,00","R$45,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,13/04/2022,4,"R$7,00","R$28,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,21/10/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,11/09/2022,4,"R$9,00","R$36,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,19/12/2021,7,"R$8,00","R$56,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,24/04/2022,10,"R$8,00","R$80,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,02/06/2022,4,"R$5,00","R$20,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,21/04/2023,2,"R$18,00","R$36,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,09/04/2023,1,"R$13,00","R$13,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,26/07/2022,82,"R$20,00","R$1.640,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,09/12/2022,3,"R$2,00","R$6,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,15/11/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,ESPRESSO DUPLO,CAFE CLASSICOS,08/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,17/04/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,SODA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,15/05/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,19/06/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,17/04/2022,3,"R$6,00","R$18,00"
Restaurante Bodogami,Cerveja Budweiser Lata 350ML,BEBIDAS CERVEJAS,21/08/2021,4,"R$9,00","R$36,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,19/11/2022,11,"R$15,00","R$165,00"
Restaurante Bodogami,CERVEJA ORIGINAL,BEBIDAS CERVEJAS,21/02/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,13/11/2022,1,"R$24,00","R$24,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,16/12/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,25/02/2023,147,"R$30,00","R$4.410,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,17/06/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,17/11/2022,3,"R$3,00","R$9,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,07/05/2022,12,"R$9,00","R$108,00"
Restaurante Bodogami,CHOCOWHISKEY,DRINKS ALCOOLICOS,12/11/2022,1,"R$39,00","R$39,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,05/03/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,20/07/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,17/02/2021,1,"R$23,00","R$23,00"
Restaurante Bodogami,LONG ISLAND ICED COFFEE,DRINKS ALCOOLICOS,05/06/2021,2,"R$23,00","R$46,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,14/07/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,08/03/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,27/02/2022,2,"R$8,00","R$16,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,27/06/2021,8,"R$5,00","R$40,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,25/11/2022,9,"R$12,00","R$108,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,28/11/2021,2,"R$18,00","R$36,00"
Restaurante Bodogami,GRANDE ICED MOCHA,CAFE CLASSICOS,29/01/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,22/05/2021,4,"R$15,00","R$60,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,23/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,ZEN MASTER,DRINKS ALCOOLICOS,01/05/2021,1,"R$20,00","R$20,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,20/05/2022,2,"R$25,00","R$50,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,19/11/2022,6,"R$7,00","R$42,00"
Restaurante Bodogami,LONG ISLAND ICED COFFEE,DRINKS ALCOOLICOS,25/02/2021,1,"R$23,00","R$23,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,25/09/2021,5,"R$18,00","R$90,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,02/02/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,09/04/2023,1,"R$32,00","R$32,00"
Restaurante Bodogami,BROWNIE DA GABI,EVENTOS,09/04/2022,6,"R$12,00","R$72,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,10/02/2022,3,"R$9,00","R$27,00"
Restaurante Bodogami,CERVEJA HEINEKEN LATA 350ML,BEBIDAS CERVEJAS,05/09/2021,16,"R$9,00","R$144,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,17/12/2022,2,"R$35,00","R$70,00"
Restaurante Bodogami,GRANDE ICED MOCHA,CAFE CLASSICOS,18/11/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CAPPUCCINO MEDIO,CAFE CLASSICOS,20/01/2021,2,"R$10,00","R$20,00"
Restaurante Bodogami,FRAPPE VEGAN,CAFE AUTORAIS,12/02/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,16/12/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,BODO BLUE,DRINKS NAO ALCOOLICOS,19/09/2021,8,"R$9,00","R$72,00"
