Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
CHICKENKATSU BENTO,ALMOCO,09/09/2022,1,"30,00","30,00",BENTO,"5,24"
PAO COM MANTEIGA,ALL DAY,13/10/2022,1,"6,00","6,00",LANCHES,"0,86"
KATSU SANDO,ALL DAY,22/01/2023,6,"32,00","192,00",LANCHES,"5,5"
VEG BURGUER DONBURI,ALMOCO,19/04/2023,2,"34,00","68,00",DONBURI,"5,03"
TAMAGO SANDO,ALL DAY,27/01/2023,3,"22,00","66,00",LANCHES,"4,96"
PAO COM REQUEIJAO,ALL DAY,15/10/2021,5,"7,00","35,00",LANCHES,"4,01"
MISTO QUENTE,ALL DAY,25/11/2021,1,"13,00","13,00",LANCHES,"6,29"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,28/04/2022,3,"12,00","36,00",SOBREMESA,"2,17"
FRANGO TERIYAKI BENTO,ALMOCO,03/06/2022,3,"30,00","90,00",BENTO,"6,8"
GELATINA DE CAFE,SOBREMESA,29/07/2022,2,"16,00","32,00",SOBREMESA,"3,08"
CHICKENKATSU BENTO,ALMOCO,27/04/2022,1,"30,00","30,00",BENTO,"5,24"
TONKATSU BENTO,ALMOCO,03/02/2023,1,"32,00","32,00",BENTO,"5,53"
COMBO MOSQUETEIROS,PARA COMPARTILHAR,25/04/2023,2,"46,00","92,00",ESPECIAL/COMBO,"9,17"
MOTI BRANCO COM UVA,SOBREMESA,23/07/2022,3,"15,00","45,00",SOBREMESA,"6,06"
TONKATSU KARE,ALMOCO,12/04/2023,1,"34,00","34,00",KARE,"4,44"
KOROKKE TERIYAKI,PARA COMPARTILHAR,05/05/2023,4,"33,00","132,00",PARA COMPARTILHAR,"3,49"
FRANGO TERIYAKI BENTO,ALMOCO,24/02/2023,2,"32,00","64,00",BENTO,"6,8"
DUO ONIGUIRI SIMPLES,PARA COMPARTILHAR,21/01/2023,1,"12,00","12,00",PARA COMPARTILHAR,"2,71"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,21/05/2021,3,"15,00","45,00",PARA COMPARTILHAR,"4,11"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,17/07/2022,5,"12,00","60,00",SOBREMESA,"2,17"
TAMAGO SANDO,ALL DAY,27/10/2021,3,"17,00","51,00",LANCHES,"4,96"
MAIONESE EXTRA,ALMOCO,12/12/2021,1,"5,00","5,00",ADICIONAIS,"0,48"
COGUMELOS DONBURI,ALMOCO,04/12/2022,2,"34,00","68,00",DONBURI,"5,26"
TONKATSU BENTO,ALMOCO,27/02/2022,3,"30,00","90,00",BENTO,"5,53"
KATSU SANDO,ALL DAY,20/08/2022,2,"30,00","60,00",LANCHES,"5,5"
TONKATSU BENTO,ALMOCO,04/02/2023,3,"32,00","96,00",BENTO,"5,53"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,19/09/2021,5,"12,00","60,00",SOBREMESA,"2,17"
MISTO QUENTE,ALL DAY,04/04/2023,2,"20,00","40,00",LANCHES,"6,29"
CREPE JOHN LEMON,SOBREMESA,23/10/2022,1,"20,00","20,00",SOBREMESA,"4,87"
TEMPURA,PARA COMPARTILHAR,14/03/2023,1,"28,00","28,00",PARA COMPARTILHAR,"5,79"
MAIONESE EXTRA,ALMOCO,01/02/2023,1,"5,00","5,00",ADICIONAIS,"0,48"
OVO COZIDO EXTRA,ALMOCO,21/10/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
BURGUER DONBURI,ALMOCO,13/05/2021,2,"28,00","56,00",DONBURI,"8,84"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,28/04/2023,3,"32,00","96,00",PARA COMPARTILHAR,"5,65"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,20/08/2022,7,"32,00","224,00",PARA COMPARTILHAR,"7,49"
PAO COM REQUEIJAO,ALL DAY,26/03/2022,2,"9,00","18,00",LANCHES,"4,01"
TONKATSU BENTO,ALMOCO,22/01/2022,4,"30,00","120,00",BENTO,"5,53"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,04/06/2022,11,"34,00","374,00",PARA COMPARTILHAR,"6,51"
BAURU,ALL DAY,20/07/2021,1,"13,00","13,00",LANCHES,"6,98"
CREPE JOHN LEMON,SOBREMESA,22/04/2023,4,"20,00","80,00",SOBREMESA,"4,87"
MISTO QUENTE,ALL DAY,04/12/2022,1,"20,00","20,00",LANCHES,"6,29"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,22/04/2023,6,"33,00","198,00",PARA COMPARTILHAR,"5,47"
TONKATSU BENTO,ALMOCO,28/08/2021,4,"28,00","112,00",BENTO,"5,53"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,22/12/2022,1,"15,00","15,00",ESPECIAL/COMBO,"4,82"
DANGO,SOBREMESA,14/04/2021,4,"9,00","36,00",SOBREMESA,"1,56"
CHEESECAKE DE MANGA,SOBREMESA,05/10/2021,2,"16,00","32,00",SOBREMESA,"3,29"
VEGAN BENTO,ALMOCO,17/12/2021,1,"30,00","30,00",BENTO,"6,02"
FRANGO TERIYAKI DONBURI,ALMOCO,03/02/2022,4,"32,00","128,00",DONBURI,"6,08"
TONKATSU KARE,ALMOCO,27/05/2022,9,"33,56","302,00",KARE,"4,44"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,17/12/2021,10,"30,00","300,00",PARA COMPARTILHAR,"6,91"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,21/03/2023,4,"34,00","136,00",PARA COMPARTILHAR,"6,91"
TAMAGO SANDO,ALL DAY,21/08/2021,1,"17,00","17,00",LANCHES,"4,96"
PAO COM REQUEIJAO,ALL DAY,30/04/2023,6,"14,00","84,00",LANCHES,"4,01"
VEGAN BENTO,ALMOCO,27/11/2021,1,"30,00","30,00",BENTO,"6,02"
CHICKENKATSU KARE,ALMOCO,17/12/2022,10,"32,00","320,00",KARE,"4,34"
BURGUER BENTO,ALMOCO,25/02/2023,2,"32,00","64,00",BENTO,"8,84"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,02/11/2022,6,"12,00","72,00",SOBREMESA,"2,17"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,04/08/2022,1,"34,00","34,00",PARA COMPARTILHAR,"6,67"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,16/06/2022,5,"12,40","62,00",SOBREMESA,"2,17"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,10/03/2022,1,"20,00","20,00",PARA COMPARTILHAR,"4,11"
CHICKENKATSU SANDO,ALL DAY,20/11/2022,4,"32,00","128,00",LANCHES,"5,29"
COGUMELOS BENTO,ALMOCO,24/09/2022,1,"30,00","30,00",BENTO,"5,26"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,12/08/2022,5,"32,00","160,00",PARA COMPARTILHAR,"7,31"
TOAST TERIYAKI,ALL DAY,18/03/2023,2,"19,00","38,00",LANCHES,"3,44"
KATSU SANDO,ALL DAY,21/05/2022,2,"30,00","60,00",LANCHES,"5,5"
MAIONESE EXTRA,ALMOCO,20/03/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
CREPE OUTONO,SOBREMESA,04/06/2021,1,"15,00","15,00",SOBREMESA,"4,0"
COGUMELOS BENTO,ALMOCO,09/07/2021,1,"28,00","28,00",BENTO,"5,26"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,20/05/2021,1,"15,00","15,00",PARA COMPARTILHAR,"3,31"
KARAAGUE BENTO,ALMOCO,23/09/2022,2,"30,00","60,00",BENTO,"6,54"
KATSU DONBURI,ALMOCO,09/01/2023,4,"34,00","136,00",DONBURI,"5,53"
OVO COZIDO EXTRA,ALMOCO,04/11/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,05/03/2021,2,"12,00","24,00",SOBREMESA,"2,17"
BAURU,ALL DAY,01/06/2022,3,"17,00","51,00",LANCHES,"6,98"
TONKATSU BENTO,ALMOCO,05/08/2022,2,"30,00","60,00",BENTO,"5,53"
KARAAGUE BENTO,ALMOCO,16/02/2022,1,"30,00","30,00",BENTO,"6,54"
CHICKENKATSU SANDO,ALL DAY,04/09/2021,11,"24,00","264,00",LANCHES,"5,29"
CHICKENKATSU SANDO,ALL DAY,20/03/2021,6,"24,00","144,00",LANCHES,"5,29"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,11/01/2023,6,"34,00","204,00",PARA COMPARTILHAR,"6,67"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,20/07/2021,2,"27,00","54,00",PARA COMPARTILHAR,"6,51"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,09/12/2022,20,"34,00","680,00",PARA COMPARTILHAR,"6,51"
DANGO,SOBREMESA,20/01/2022,3,"9,00","27,00",SOBREMESA,"1,56"
PEPINO EXTRA,ADICIONAIS,14/04/2023,2,"1,00","2,00",ADICIONAIS,"0,3"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,13/08/2021,4,"27,00","108,00",PARA COMPARTILHAR,"6,51"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,21/11/2021,3,"20,00","60,00",PARA COMPARTILHAR,"4,11"
CHICKENKATSU KARE,ALMOCO,04/08/2022,2,"32,00","64,00",KARE,"4,34"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,19/04/2022,1,"28,00","28,00",PARA COMPARTILHAR,"7,49"
VEG BURGUER KARE,ALMOCO,14/04/2023,1,"32,00","32,00",KARE,"4,48"
PEPINO EXTRA,ADICIONAIS,12/04/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
KOROKKE KABOCHA,PARA COMPARTILHAR,01/02/2023,4,"33,00","132,00",PARA COMPARTILHAR,"2,99"
CHICKENKATSU SANDO,ALL DAY,09/04/2021,3,"24,00","72,00",LANCHES,"5,29"
VEGAN DONBURI,ALMOCO,28/11/2021,1,"32,00","32,00",DONBURI,"6,02"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,26/10/2021,2,"30,00","60,00",PARA COMPARTILHAR,"6,51"
CREPE ROMEO E JULIETA,SOBREMESA,23/06/2021,1,"15,00","15,00",SOBREMESA,"2,01"
COGUMELOS BENTO,ALMOCO,04/03/2023,1,"32,00","32,00",BENTO,"5,26"
FRANGO TERIYAKI BENTO,ALMOCO,16/12/2022,1,"32,00","32,00",BENTO,"6,8"
MAIONESE GOSHUJANG,ALMOCO,30/04/2023,3,"5,00","15,00",ADICIONAIS,"1,2"
DANGO,SOBREMESA,24/02/2021,3,"9,00","27,00",SOBREMESA,"1,56"
DONBURI IFOOD,ALMOCO,13/11/2021,1,"34,00","34,00",DONBURI,"6,2"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,15/09/2021,1,"15,00","15,00",PARA COMPARTILHAR,"3,31"
CHICKENKATSU KARE,ALMOCO,12/05/2023,2,"32,00","64,00",KARE,"4,34"
TACO VEGETAIS,PARA COMPARTILHAR,24/04/2022,3,"21,00","63,00",PARA COMPARTILHAR,"2,8"
CHICKENKATSU BENTO,ALMOCO,04/06/2021,3,"28,00","84,00",BENTO,"5,24"
DUO ONIGUIRI SIMPLES,PARA COMPARTILHAR,02/11/2022,1,"12,00","12,00",PARA COMPARTILHAR,"2,71"
BENTO CLASSICO,ALMOCO,01/05/2021,3,"28,00","84,00",BENTO,"6,03"
TAMAGO SANDO,ALL DAY,06/04/2022,1,"20,00","20,00",LANCHES,"4,96"
TAMAGO SANDO,ALL DAY,10/04/2022,1,"20,00","20,00",LANCHES,"4,96"
VEG BURGUER BENTO,ALMOCO,04/03/2023,1,"32,00","32,00",BENTO,"5,03"
KATSU DONBURI,ALMOCO,16/12/2021,2,"32,00","64,00",DONBURI,"5,53"
COMBO MINIBURG FRITAS CHA,ALL DAY,17/12/2022,1,"35,00","35,00",ESPECIAL/COMBO,"10,68"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,07/10/2021,1,"28,00","28,00",PARA COMPARTILHAR,"7,31"
CHICKENKATSU BENTO,ALMOCO,12/11/2022,2,"32,00","64,00",BENTO,"5,24"
PEPINO EXTRA,ADICIONAIS,20/04/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
COGUMELOS DONBURI,ALMOCO,21/07/2022,2,"32,00","64,00",DONBURI,"5,26"
VEG BURGUER DONBURI,ALMOCO,18/12/2021,3,"32,00","96,00",DONBURI,"5,03"
VEGAN BENTO,ALMOCO,29/10/2022,1,"30,00","30,00",BENTO,"6,02"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,09/03/2022,2,"28,00","56,00",PARA COMPARTILHAR,"5,58"
CREPE JOHN LEMON,SOBREMESA,27/03/2022,5,"17,00","85,00",SOBREMESA,"4,87"
TONKATSU KARE,ALMOCO,08/01/2023,7,"33,71","236,00",KARE,"4,44"
KATSU SANDO,ALL DAY,19/06/2021,3,"26,00","78,00",LANCHES,"5,5"
TANTANMEN LAMEN,ALMOCO,05/12/2022,6,"44,00","264,00",LAMEN,"7,13"
FRANGO TERIYAKI BENTO,ALMOCO,20/03/2022,3,"30,00","90,00",BENTO,"6,8"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,19/08/2021,1,"15,00","15,00",PARA COMPARTILHAR,"4,11"
BURGUER DONBURI,ALMOCO,03/05/2022,1,"32,00","32,00",DONBURI,"8,84"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,29/01/2022,10,"30,00","300,00",PARA COMPARTILHAR,"6,91"
DANGO,SOBREMESA,27/01/2023,12,"9,00","108,00",SOBREMESA,"1,56"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,01/04/2023,10,"32,00","320,00",PARA COMPARTILHAR,"7,49"
VEG BURGUER DONBURI,ALMOCO,16/03/2022,1,"32,00","32,00",DONBURI,"5,03"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,07/02/2023,3,"34,00","102,00",PARA COMPARTILHAR,"6,51"
MAIONESE DE MATCHA,ALMOCO,18/02/2023,2,"5,00","10,00",ADICIONAIS,"0,74"
BURGUER BENTO,ALMOCO,28/09/2022,1,"30,00","30,00",BENTO,"8,84"
VEG BURGUER DONBURI,ALMOCO,05/08/2021,1,"28,00","28,00",DONBURI,"5,03"
WANPAKU SANDO,ALL DAY,22/05/2021,4,"22,00","88,00",LANCHES,"6,87"
PAO COM REQUEIJAO,ALL DAY,13/07/2021,1,"7,00","7,00",LANCHES,"4,01"
CHICKENKATSU BENTO,ALMOCO,17/07/2021,2,"28,00","56,00",BENTO,"5,24"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,28/01/2022,7,"28,00","196,00",PARA COMPARTILHAR,"5,47"
COGUMELOS DONBURI,ALMOCO,03/09/2022,2,"32,00","64,00",DONBURI,"5,26"
CHICKEN KATSU DONBURI,ALMOCO,15/09/2021,2,"30,00","60,00",DONBURI,"5,24"
CHICKENKATSU BENTO,ALMOCO,08/09/2021,2,"28,00","56,00",BENTO,"5,24"
QUEIJO QUENTE,ALL DAY,23/04/2022,3,"16,00","48,00",LANCHES,"4,05"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,29/07/2022,8,"12,25","98,00",SOBREMESA,"2,17"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,11/03/2023,6,"14,00","84,00",PARA COMPARTILHAR,"3,46"
MAIONESE DE PAPRICA,ALMOCO,12/10/2022,3,"5,00","15,00",ADICIONAIS,"1,2"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,28/02/2023,3,"34,00","102,00",PARA COMPARTILHAR,"6,67"
KARAAGUE BENTO,ALMOCO,09/03/2022,1,"30,00","30,00",BENTO,"6,54"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,05/05/2023,5,"36,00","180,00",PARA COMPARTILHAR,"5,47"
KATSU SANDO,ALL DAY,24/07/2021,2,"26,00","52,00",LANCHES,"5,5"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,04/07/2021,2,"26,00","52,00",PARA COMPARTILHAR,"5,58"
CHICKENKATSU SANDO,ALL DAY,06/04/2022,7,"30,00","210,00",LANCHES,"5,29"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,04/03/2023,4,"16,00","64,00",PARA COMPARTILHAR,"3,25"
GOHAN EXTRA,ALMOCO,01/05/2021,1,"5,00","5,00",ADICIONAIS,"0,8"
PEPINO EXTRA,ADICIONAIS,25/03/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
VEGAN DONBURI,ALMOCO,26/06/2022,2,"32,00","64,00",DONBURI,"6,02"
MAIONESE GOSHUJANG,ALMOCO,01/02/2023,1,"5,00","5,00",ADICIONAIS,"1,2"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,02/12/2022,3,"14,00","42,00",PARA COMPARTILHAR,"3,46"
CREPE RED7,SOBREMESA,11/09/2022,3,"26,00","78,00",SOBREMESA,"7,94"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,15/09/2022,1,"14,00","14,00",SOBREMESA,"2,17"
KATSU SANDO,ALL DAY,09/01/2023,2,"32,00","64,00",LANCHES,"5,5"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,01/11/2022,2,"32,00","64,00",PARA COMPARTILHAR,"6,91"
COGUMELOS DONBURI,ALMOCO,08/01/2022,3,"32,00","96,00",DONBURI,"5,26"
COMBO BENTO CHA,ALL DAY,13/01/2022,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,24/04/2021,1,"28,00","28,00",PARA COMPARTILHAR,"6,67"
DONBURI IFOOD,ALMOCO,03/04/2022,1,"34,00","34,00",DONBURI,"6,2"
VEG BURGUER DONBURI,ALMOCO,09/01/2023,2,"34,00","68,00",DONBURI,"5,03"
BURGUER DONBURI,ALMOCO,03/09/2022,1,"32,00","32,00",DONBURI,"8,84"
MITARASHI DANGO,SOBREMESA,23/09/2021,1,"9,00","9,00",SOBREMESA,"2,0"
GOHAN EXTRA,ALMOCO,03/06/2022,3,"5,00","15,00",ADICIONAIS,"0,8"
BAURU,ALL DAY,14/01/2022,2,"13,00","26,00",LANCHES,"6,98"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,05/04/2022,1,"30,00","30,00",PARA COMPARTILHAR,"5,58"
CHICKEN KATSU DONBURI,ALMOCO,05/10/2021,1,"30,00","30,00",DONBURI,"5,24"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,30/09/2022,1,"30,00","30,00",PARA COMPARTILHAR,"5,58"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,24/10/2021,3,"28,00","84,00",PARA COMPARTILHAR,"7,31"
TOAST COGUMELOS,ALL DAY,08/04/2023,1,"19,00","19,00",LANCHES,"2,71"
BENTO CLASSICO,ALMOCO,21/04/2021,5,"28,00","140,00",BENTO,"6,03"
BURGUER DONBURI,ALMOCO,01/05/2023,2,"34,00","68,00",DONBURI,"8,84"
CREPE JOHN LEMON,SOBREMESA,20/04/2022,10,"17,00","170,00",SOBREMESA,"4,87"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,06/07/2022,4,"12,50","50,00",SOBREMESA,"2,17"
SALADA DE FOLHAS REFRESCANTES,SALADAS,29/11/2022,1,"25,00","25,00",SALADAS,"4,25"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,28/03/2023,1,"16,00","16,00",PARA COMPARTILHAR,"3,25"
FRANGO TERIYAKI DONBURI,ALMOCO,29/11/2022,1,"34,00","34,00",DONBURI,"6,08"
ALMOCO EXECUTIVO,ALMOCO,03/02/2021,1,"28,00","28,00",DONBURI,"5,48"
VEGAN BENTO,ALMOCO,16/10/2022,2,"30,00","60,00",BENTO,"6,02"
QUEIJO EXTRA,ALL DAY,13/08/2022,1,"2,00","2,00",ADICIONAIS,"1,17"
BURGUER DONBURI,ALMOCO,19/02/2023,3,"34,00","102,00",DONBURI,"8,84"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,09/04/2022,8,"30,00","240,00",PARA COMPARTILHAR,"6,51"
TONKATSU BENTO,ALMOCO,22/05/2022,1,"30,00","30,00",BENTO,"5,53"
PANNACOTA DE MATCHA,SOBREMESA,10/12/2021,1,"14,00","14,00",SOBREMESA,"0,99"
ALMOCO EXECUTIVO,ALMOCO,06/01/2021,1,"28,00","28,00",DONBURI,"5,48"
VEG BURGUER DONBURI,ALMOCO,21/05/2022,2,"32,00","64,00",DONBURI,"5,03"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,02/06/2022,1,"32,00","32,00",PARA COMPARTILHAR,"5,65"
MAIONESE EXTRA,ALMOCO,23/11/2021,2,"5,00","10,00",ADICIONAIS,"0,48"
CHICKEN KATSU DONBURI,ALMOCO,07/06/2022,3,"32,00","96,00",DONBURI,"5,24"
TAMAGO SANDO,ALL DAY,21/12/2021,2,"20,00","40,00",LANCHES,"4,96"
CHICKEN KATSU DONBURI,ALMOCO,19/09/2021,5,"30,00","150,00",DONBURI,"5,24"
TONKATSU KARE,ALMOCO,30/08/2022,4,"34,00","136,00",KARE,"4,44"
GOHAN EXTRA,ALMOCO,24/02/2021,2,"5,00","10,00",ADICIONAIS,"0,8"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,23/12/2021,1,"26,00","26,00",PARA COMPARTILHAR,"5,58"
BAURU,ALL DAY,25/10/2022,1,"22,00","22,00",LANCHES,"6,98"
KATSU DONBURI,ALMOCO,08/08/2021,4,"28,00","112,00",DONBURI,"5,53"
TONKATSU KARE,ALMOCO,06/05/2023,7,"34,00","238,00",KARE,"4,44"
CHICKEN KATSU DONBURI,ALMOCO,08/01/2023,5,"34,00","170,00",DONBURI,"5,24"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,13/02/2022,6,"30,00","180,00",PARA COMPARTILHAR,"6,91"
SHOYU LAMEN,ALMOCO,18/01/2023,7,"44,00","308,00",LAMEN,"6,18"
CHICKENKATSU SANDO,ALL DAY,28/08/2021,7,"24,00","168,00",LANCHES,"5,29"
MOLHO GORGONZOLA EXTRA,ADICIONAIS,29/04/2021,1,"5,00","5,00",ADICIONAIS,"1,2"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,05/08/2021,2,"28,00","56,00",PARA COMPARTILHAR,"6,67"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,03/03/2023,1,"30,00","30,00",PARA COMPARTILHAR,"5,58"
FRANGO TERIYAKI DONBURI,ALMOCO,25/01/2022,1,"32,00","32,00",DONBURI,"6,08"
SHOYU LAMEN VEGAN,ALMOCO,03/11/2022,4,"44,00","176,00",LAMEN,"6,18"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,07/05/2022,11,"32,00","352,00",PARA COMPARTILHAR,"6,91"
TAMAGO SANDO,ALL DAY,13/06/2021,1,"17,00","17,00",LANCHES,"4,96"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,19/07/2022,3,"32,00","96,00",PARA COMPARTILHAR,"7,31"
DONBURI IFOOD,ALMOCO,17/11/2021,2,"34,00","68,00",DONBURI,"6,2"
TOAST COGUMELOS,ALL DAY,07/04/2023,2,"19,00","38,00",LANCHES,"2,71"
COMBO SANDO FRITAS CHA,ALL DAY,13/07/2021,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
SALADA DE FOLHAS REFRESCANTES,SALADAS,12/10/2022,1,"25,00","25,00",SALADAS,"4,25"
CHICKEN KATSU DONBURI,ALMOCO,20/09/2022,3,"34,00","102,00",DONBURI,"5,24"
PANNACOTA DE MATCHA,SOBREMESA,27/03/2022,4,"14,00","56,00",SOBREMESA,"0,99"
TONKATSU BENTO,ALMOCO,18/12/2022,1,"32,00","32,00",BENTO,"5,53"
CREPE JOHN LEMON,SOBREMESA,24/01/2023,6,"20,00","120,00",SOBREMESA,"4,87"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,18/10/2022,1,"32,00","32,00",PARA COMPARTILHAR,"7,49"
CHICKEN KATSU DONBURI,ALMOCO,06/04/2023,1,"34,00","34,00",DONBURI,"5,24"
COMBO SANDO FRITAS CHA,ALL DAY,31/08/2021,3,"28,00","84,00",ESPECIAL/COMBO,"10,97"
KATSU DONBURI,ALMOCO,17/03/2022,3,"32,00","96,00",DONBURI,"5,53"
BAURU,ALL DAY,19/12/2021,10,"13,00","130,00",LANCHES,"6,98"
DANGO,SOBREMESA,24/06/2022,11,"9,00","99,00",SOBREMESA,"1,56"
BURGUER DONBURI,ALMOCO,02/11/2022,2,"34,00","68,00",DONBURI,"8,84"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,15/11/2022,6,"34,00","204,00",PARA COMPARTILHAR,"6,67"
COGUMELOS BENTO,ALMOCO,25/06/2022,3,"30,00","90,00",BENTO,"5,26"
PAO COM MANTEIGA,ALL DAY,28/10/2022,1,"6,00","6,00",LANCHES,"0,86"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,07/05/2022,10,"30,00","300,00",PARA COMPARTILHAR,"7,31"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,20/08/2022,10,"34,00","340,00",PARA COMPARTILHAR,"6,67"
FRANGO TERIYAKI BENTO,ALMOCO,11/05/2023,1,"32,00","32,00",BENTO,"6,8"
VEG BURGUER DONBURI,ALMOCO,26/08/2021,2,"28,00","56,00",DONBURI,"5,03"
TEMPURA,PARA COMPARTILHAR,26/03/2023,1,"28,00","28,00",PARA COMPARTILHAR,"5,79"
TOAST COGUMELOS,ALL DAY,10/11/2021,3,"19,00","57,00",LANCHES,"2,71"
COGUMELOS BENTO,ALMOCO,10/12/2022,1,"32,00","32,00",BENTO,"5,26"
QUEIJO QUENTE,ALL DAY,21/09/2021,1,"13,00","13,00",LANCHES,"4,05"
CHICKEN KATSU DONBURI,ALMOCO,16/07/2022,8,"32,00","256,00",DONBURI,"5,24"
DANGO,SOBREMESA,03/02/2023,4,"9,00","36,00",SOBREMESA,"1,56"
KATSU SANDO,ALL DAY,31/01/2023,2,"32,00","64,00",LANCHES,"5,5"
KATSU SANDO,ALL DAY,05/06/2021,13,"26,00","338,00",LANCHES,"5,5"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,12/03/2023,7,"20,00","140,00",PARA COMPARTILHAR,"4,11"
CHICKEN KATSU DONBURI,ALMOCO,09/03/2023,7,"34,00","238,00",DONBURI,"5,24"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,01/10/2022,7,"33,00","231,00",PARA COMPARTILHAR,"5,47"
TAMAGO SANDO,ALL DAY,14/06/2022,2,"20,00","40,00",LANCHES,"4,96"
TAMAGO SANDO,ALL DAY,25/07/2021,3,"17,00","51,00",LANCHES,"4,96"
COGUMELOS DONBURI,ALMOCO,06/06/2021,2,"28,00","56,00",DONBURI,"5,26"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,19/02/2023,6,"34,00","204,00",PARA COMPARTILHAR,"6,67"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,19/02/2023,2,"14,00","28,00",PARA COMPARTILHAR,"3,46"
MOTI BRANCO COM UVA,SOBREMESA,15/05/2022,1,"15,00","15,00",SOBREMESA,"6,06"
PAO COM REQUEIJAO,ALL DAY,04/03/2022,2,"9,00","18,00",LANCHES,"4,01"
BAURU,ALL DAY,27/10/2022,3,"22,00","66,00",LANCHES,"6,98"
TEMPURA,PARA COMPARTILHAR,11/02/2023,4,"28,00","112,00",PARA COMPARTILHAR,"5,79"
